datetime,open,high,low,close,volume
2020-12-16 09:30:00,628.03003,632.50000,605.00000,614.39899,14274942
2020-12-15 15:30:00,637.15002,637.37122,630.94000,632.68500,2645379
2020-12-15 14:30:00,634.84412,639.20001,633.24622,637.26758,4253519
2020-12-15 13:30:00,634.79999,637.60858,631.34003,634.92999,4076263
2020-12-15 12:30:00,632.27502,634.81598,628.06000,634.73798,3453198
2020-12-15 11:30:00,627.03003,633.90002,625.00000,632.35992,6187368
2020-12-15 10:30:00,643.69232,645.01001,623.83002,627.08459,9944140
2020-12-15 09:30:00,643.00000,646.90002,634.51001,643.59497,12882974
2020-12-14 15:30:00,638.63000,640.40002,636.33002,639.79999,3608480
2020-12-14 14:30:00,640.95001,641.50000,635.32458,638.68500,4688892
2020-12-14 13:30:00,636.62000,641.46503,635.10999,640.92010,5051938
2020-12-14 12:30:00,637.38953,642.74988,635.01001,636.64697,7080088
2020-12-14 11:30:00,637.03998,638.20001,631.22998,637.25012,5798780
2020-12-14 10:30:00,629.55499,638.98999,628.10999,637.19452,10732868
2020-12-14 09:30:00,618.62000,629.70001,610.20007,629.62988,13468113
2020-12-11 15:30:00,610.38000,611.54999,604.73999,610.00000,3279739
2020-12-11 14:30:00,609.63971,615.50000,607.58423,610.26208,5023286
2020-12-11 13:30:00,607.26001,612.00000,606.66498,609.55499,3886694
2020-12-11 12:30:00,604.27722,608.63287,596.79999,606.97998,7197687
2020-12-11 11:30:00,610.78003,612.98999,600.38000,604.27100,6921158
2020-12-11 10:30:00,613.26801,619.70001,610.22998,610.78998,6359300
2020-12-11 09:30:00,614.75348,623.96997,607.30701,613.28003,12186878
2020-12-10 15:30:00,621.59998,627.73999,621.28003,627.19000,4088159
2020-12-10 14:30:00,618.58002,624.47998,615.34003,621.79999,6155918
2020-12-10 13:30:00,615.57013,619.87000,609.92999,618.74939,4659257
2020-12-10 12:30:00,611.29089,616.33002,602.26001,615.71997,6841278
2020-12-10 11:30:00,621.83002,622.67999,609.29999,611.21503,8174103
2020-12-10 10:30:00,600.84003,624.32959,600.84003,621.48389,12631550
2020-12-10 09:30:00,574.37000,607.05621,567.15997,600.31000,22449936
2020-12-09 15:30:00,601.09998,607.87988,600.40002,604.47998,4249675
2020-12-09 14:30:00,616.81000,616.82001,598.00000,601.04999,9894906
2020-12-09 13:30:00,616.75958,618.00000,588.00000,616.83002,18922860
2020-12-09 12:30:00,632.79498,633.27991,613.31000,616.94000,7625690
2020-12-09 11:30:00,635.25000,637.77002,628.50000,632.88800,5634968
2020-12-09 10:30:00,638.91998,643.03998,635.00000,635.59998,6209266
2020-12-09 09:30:00,653.42218,654.32001,630.00000,639.06000,16441704
2020-12-08 15:30:00,646.19000,650.47998,644.22998,650.25000,4128342
2020-12-08 14:30:00,650.50000,650.58838,642.00000,646.15997,7110200
2020-12-08 13:30:00,640.00000,651.25000,636.73999,650.42920,10931715
2020-12-08 12:30:00,629.46997,640.00000,628.52002,639.98712,5931132
2020-12-08 11:30:00,624.95001,630.21997,620.94000,629.31000,5926359
2020-12-08 10:30:00,629.09998,630.83002,624.26001,624.90997,5449648
2020-12-08 09:30:00,624.90002,637.37000,618.50000,629.15997,21461425
2020-12-07 15:30:00,645.30499,648.00000,637.09998,642.00000,6027220
2020-12-07 14:30:00,638.00000,648.78558,635.34003,645.30499,10078548
2020-12-07 13:30:00,632.68500,639.98999,631.50000,638.10101,6408659
2020-12-07 12:30:00,627.73499,633.50000,625.50000,632.64758,4394606
2020-12-07 11:30:00,626.45032,629.30157,625.61011,627.75330,3925194
2020-12-07 10:30:00,624.28998,630.00000,624.10999,626.49988,8340643
2020-12-07 09:30:00,604.91968,624.75000,603.04999,624.16498,14539011
2020-12-04 15:30:00,594.16998,599.00000,594.10999,599.00000,2749415
2020-12-04 14:30:00,592.70453,596.69000,592.23999,594.36353,3067365
2020-12-04 13:30:00,593.19000,594.31000,590.33002,592.70001,2374568
2020-12-04 12:30:00,593.46997,596.00000,592.41998,593.15997,2624866
2020-12-04 11:30:00,591.37042,594.76001,589.91998,593.34003,2995410
2020-12-04 10:30:00,591.85999,595.42999,587.77002,591.31012,4337775
2020-12-04 09:30:00,591.01001,597.44000,585.50000,591.73950,9404838
2020-12-03 15:30:00,594.84991,596.53003,592.00000,593.32001,2916020
2020-12-03 14:30:00,596.26501,598.29498,591.51001,594.81000,4211300
2020-12-03 13:30:00,594.11011,598.96802,593.16998,596.32501,6434234
2020-12-03 12:30:00,592.52002,594.50000,589.45001,594.21997,2941956
2020-12-03 11:30:00,587.37012,593.59998,586.43011,592.61499,4635544
2020-12-03 10:30:00,588.29999,591.00000,583.78003,587.43298,4632747
2020-12-03 09:30:00,590.02032,595.89001,582.42999,588.15997,14637926
2020-12-02 15:30:00,565.57251,569.79999,564.73999,568.73999,2817843
2020-12-02 14:30:00,560.02002,569.56000,558.85999,565.59998,4721017
2020-12-02 13:30:00,561.10321,563.87000,556.00000,560.23828,3962211
2020-12-02 12:30:00,567.37122,567.82001,559.80011,561.15002,4035634
2020-12-02 11:30:00,569.00000,571.12671,563.56891,567.38501,4047625
2020-12-02 10:30:00,567.10999,569.90002,558.10999,568.84198,5658685
2020-12-02 09:30:00,556.44000,571.53998,541.21002,567.46008,19262255
2020-12-01 15:30:00,581.65002,585.49908,578.73999,585.19000,2702465
2020-12-01 14:30:00,577.75000,582.48621,575.34003,581.66779,3802698
2020-12-01 13:30:00,582.26001,583.38000,577.16998,577.73999,2587322
2020-12-01 12:30:00,582.52002,582.97998,576.41998,582.40002,3367631
2020-12-01 11:30:00,581.00000,586.83002,579.07001,582.52002,3864073
2020-12-01 10:30:00,581.61853,585.50000,572.04999,580.97998,7347060
2020-12-01 09:30:00,597.01031,597.84998,578.50000,581.83197,14609659
